No.,Date,Time,Header,Data,Unit
520,30/10/2024,14:32:08,ST,964.6,g
521,30/10/2024,14:47:08,ST,963.6,g
522,30/10/2024,15:02:08,ST,962.6,g
523,30/10/2024,15:17:08,ST,961.6,g
524,30/10/2024,15:32:08,ST,960.6,g
525,30/10/2024,15:47:08,ST,959.6,g
526,30/10/2024,16:02:08,ST,958.5,g
527,30/10/2024,16:17:08,ST,959.7,g
528,30/10/2024,16:32:08,ST,958.7,g
529,30/10/2024,16:47:08,ST,957.7,g
530,30/10/2024,17:02:08,ST,956.7,g
531,30/10/2024,17:17:08,ST,955.7,g
532,30/10/2024,17:32:08,ST,954.7,g
533,30/10/2024,17:47:08,ST,953.7,g
534,30/10/2024,18:02:08,ST,952.7,g
535,30/10/2024,18:17:08,ST,951.7,g
536,30/10/2024,18:32:08,ST,950.7,g
537,30/10/2024,18:47:08,ST,949.6,g
538,30/10/2024,19:02:08,ST,948.6,g
539,30/10/2024,19:17:08,ST,947.6,g
540,30/10/2024,19:32:08,ST,946.6,g
541,30/10/2024,19:47:08,ST,945.6,g
542,30/10/2024,20:02:08,ST,944.6,g
543,30/10/2024,20:17:08,ST,943.6,g
544,30/10/2024,20:32:08,ST,942.6,g
545,30/10/2024,20:47:08,ST,941.6,g
546,30/10/2024,21:02:08,ST,940.6,g
547,30/10/2024,21:17:08,ST,940.6,g
548,30/10/2024,21:32:08,ST,939.5,g
549,30/10/2024,21:47:08,ST,938.5,g
550,30/10/2024,22:02:08,ST,937.5,g
551,30/10/2024,22:17:08,ST,937.5,g
552,30/10/2024,22:32:08,ST,936.5,g
553,30/10/2024,22:47:08,ST,935.5,g
554,30/10/2024,23:02:08,ST,935.5,g
555,30/10/2024,23:17:08,ST,935.5,g
556,30/10/2024,23:32:08,ST,935.5,g
557,30/10/2024,23:47:08,ST,935.5,g
558,31/10/2024,00:02:08,ST,935.5,g
559,31/10/2024,00:17:08,ST,935.5,g
560,31/10/2024,00:32:08,ST,935.5,g
561,31/10/2024,00:47:08,ST,935.5,g
562,31/10/2024,01:02:08,ST,935.5,g
563,31/10/2024,01:17:08,ST,935.5,g
564,31/10/2024,01:32:08,ST,935.5,g
565,31/10/2024,01:47:08,ST,935.5,g
566,31/10/2024,02:02:08,ST,934.5,g
567,31/10/2024,02:17:08,ST,934.5,g
568,31/10/2024,02:32:08,ST,934.5,g
569,31/10/2024,02:47:08,ST,934.5,g
570,31/10/2024,03:02:08,ST,934.5,g
571,31/10/2024,03:17:08,ST,934.5,g
572,31/10/2024,03:32:08,ST,934.5,g
573,31/10/2024,03:47:08,ST,933.5,g
574,31/10/2024,04:02:08,ST,933.5,g
575,31/10/2024,04:17:08,ST,933.5,g
576,31/10/2024,04:32:08,ST,933.5,g
577,31/10/2024,04:47:08,ST,933.5,g
578,31/10/2024,05:02:08,ST,933.5,g
579,31/10/2024,05:17:08,ST,933.5,g
580,31/10/2024,05:32:08,ST,933.5,g
581,31/10/2024,05:47:08,ST,932.5,g
